text,label
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",Spam
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,Spam
Dear i have reache room,Normal
"K, text me when you're on the way",Normal
"Yup. Anything lor, if u dun wan it's ok...",Normal
You call times job today ok umma and ask them to speed up,Normal
Auntie huai juan never pick up her phone,Normal
Dear :-/ why you mood off. I cant drive so i brother to drive,Normal
"No, I was trying it all weekend ;V",Normal
I cant pick the phone right now. Pls send a message,Normal
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,Normal
LOL ... No just was busy,Normal
"Just checked out, heading out to drop off my stuff now",Normal
Argh why the fuck is nobody in town ;_;,Normal
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",Normal
I will reach ur home in  &lt;#&gt;  minutes,Normal
Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,Normal
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,Normal
Ya it came a while ago,Normal
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,Normal
What happen dear. Why you silent. I am tensed,Normal
Hi' Test on  &lt;#&gt; rd ....,Normal
What Today-sunday..sunday is holiday..so no work..,Normal
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,Spam
May i call You later Pls,Normal
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,Normal
Can you talk with me..,Normal
She told to hr that he want posting in chennai:)because i'm working here:),Normal
You are a very very very very bad girl. Or lady.,Normal
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,Normal
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",Normal
"What will we do in the shower, baby?",Normal
"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",Spam
I am not sure about night menu. . . I know only about noon menu,Normal
"Call me, i am senthil from hsbc.",Normal
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,Normal
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,Normal
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,Spam
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,Normal
"Geeeee ... Your internet is really bad today, eh ?",Normal
Hope you are not scared!,Normal
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",Normal
You have 1 new message. Please call 08718738034.,Spam
I tagged MY friends that you seemed to count as YOUR friends.,Normal
Can ü send me a copy of da report?,Normal
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,Spam
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,Normal
On the way to office da..,Normal
Ü thk of wat to eat tonight.,Normal
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,Normal
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,Spam
Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,Normal
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,Normal
"What part of ""don't initiate"" don't you understand",Normal
Fuck cedar key and fuck her (come over anyway tho),Normal
Yup... I havent been there before... You want to go for the yoga? I can call up to book ,Normal
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,Normal
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,Spam
You're a complete waste of space. The world would be better without you.,Harassment
Theyre doing it to lots of places. Only hospitals and medical places are safe.,Normal
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,Spam
Are u coming to the funeral home,Normal
As usual u can call me ard 10 smth.,Normal
"And how you will do that, princess? :)",Normal
Hai priya are you right. What doctor said pa. Where are you.,Normal
I think steyn surely get one wicket:),Normal
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,Spam
"Yeah, probably earlier than that",Normal
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,Spam
tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,Spam
Yo guess what I just dropped,Normal
I'm job profile seems like bpo..,Normal
"Dude u knw also telugu..thts gud..k, gud nyt..",Normal
All day working day:)except saturday and sunday..,Normal
... Are you in the pub?,Normal
If he started searching he will get job in few days.he have great potential and talent.,Normal
Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,Normal
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,Normal
Well if I'm that desperate I'll just call armand again,Normal
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,Spam
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,Spam
G.W.R,Normal
Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,Normal
Call me when you get the chance plz &lt;3,Normal
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,Normal
R we still meeting 4 dinner tonight?,Normal
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,Spam
"I'm not sure, I was just checking out what was happening around the area",Normal
Hey tmr meet at bugis 930 ?,Normal
Oh all have to come ah?,Normal
You've won a free cruise vacation! Claim your tickets before midnight tonight!,Scam
My battery is low babe,Normal
Oh... Kay... On sat right?,Normal
Oh k :)why you got job then whats up?,Normal
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,Normal
Too late. I said i have the website. I didn't i have or dont have the slippers,Normal
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,Spam
"Miss ya, need ya, want ya, love ya.",Normal
What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,Normal
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",Normal
It shall be fine. I have avalarr now. Will hollalater,Normal
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,Normal
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,Spam
Have a good evening! Ttyl,Normal
aathi..where are you dear..,Normal
Then u going ikea str aft dat?,Normal
Win a £1000 cash prize or a prize worth £5000,Spam
"Sorry, I'll call later",Normal
I want to be inside you every night...,Normal
Is toshiba portege m100 gd?,Normal
And whenever you and i see we can still hook up too.,Normal
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,Normal
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",Normal
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,Spam
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,Spam
"Aight that'll work, thanks",Normal
Ok but tell me half an hr b4 u come i need 2 prepare.,Normal
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",Spam
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,Spam
Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,Normal
Its too late:)but its k.wish you the same.,Normal
<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,Spam
Yup ok...,Normal
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,Normal
"Aight, sounds good. When do you want me to come down?",Normal
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),Normal
You should get more chicken broth if you want ramen unless there's some I don't know about,Normal
Where are you lover ? I need you ...,Normal
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",Normal
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,Normal
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,Normal
I dont know why she.s not getting your messages,Normal
"No, but you told me you were going, before you got drunk!",Normal
1's finish meeting call me.,Normal
Not tonight mate. Catching up on some sleep. This is my new number by the way. ,Normal
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,Spam
What's a feathery bowa? Is that something guys have that I don't know about?,Normal
I know that my friend already told that.,Normal
Lovely smell on this bus and it ain't tobacco... ,Normal
Thanks for sending this mental ability question..,Normal
Thank you baby! I cant wait to taste the real thing...,Normal
Just wanted to say holy shit you guys weren't kidding about this bud,Normal
